,hour,total_count,is_holiday_0,is_holiday_1,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
10457,20,235,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10458,21,152,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10459,22,148,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10460,23,126,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10461,0,100,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10462,1,69,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10463,2,42,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10464,3,26,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10465,4,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10466,5,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10467,6,30,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10468,7,86,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10469,8,218,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10470,9,321,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10471,10,443,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10472,11,585,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10473,12,651,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10474,13,686,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10475,14,690,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10476,15,679,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10477,16,685,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10478,17,648,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10479,18,560,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10480,19,417,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10481,20,271,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10482,21,223,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10483,22,211,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10484,23,185,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10485,0,107,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10486,1,113,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10487,2,56,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10488,3,18,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10489,4,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10490,5,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10491,6,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10492,7,42,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10493,8,96,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10494,9,178,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10495,10,351,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10496,11,368,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10497,12,503,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10498,13,544,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10499,14,521,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10500,15,554,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10501,16,541,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10502,17,541,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10503,18,459,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10504,19,352,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10505,20,198,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10506,21,173,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10507,22,100,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10508,23,46,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10509,0,23,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10510,1,15,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10511,2,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10512,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10513,4,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10514,5,31,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10515,6,120,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10516,7,354,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10517,8,579,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10518,9,331,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10519,10,184,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10520,11,201,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10521,12,282,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10522,13,263,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10523,14,260,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10524,15,286,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10525,16,385,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10526,17,721,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10527,18,801,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10528,19,549,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10529,20,330,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10530,21,223,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10531,22,148,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10532,23,54,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10533,0,29,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10534,1,15,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10535,2,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10536,3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10537,4,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10538,5,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10539,6,100,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10540,7,170,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10541,8,516,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10542,9,325,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10543,10,163,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10544,11,230,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10545,12,261,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10546,13,284,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10547,14,248,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10548,15,244,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10549,16,431,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10550,17,750,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10551,18,801,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10552,19,555,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10553,20,377,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10554,21,277,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10555,22,188,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10556,23,90,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10557,0,33,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10558,1,26,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10559,2,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10560,3,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10561,4,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10562,5,39,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10563,6,149,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10564,7,372,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10565,8,535,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10566,9,293,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10567,10,154,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10568,11,192,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10569,12,229,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10570,13,303,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10571,14,225,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10572,15,243,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10573,16,378,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10574,17,729,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10575,18,779,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10576,19,582,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10577,20,374,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10578,21,251,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10579,22,197,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10580,23,125,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10581,0,41,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10582,1,30,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10583,2,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10584,3,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10585,4,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10586,5,34,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10587,6,136,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10588,7,361,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10589,8,649,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10590,9,318,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10591,10,142,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10592,11,219,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10593,12,272,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10594,13,298,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10595,14,257,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10596,15,304,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10597,16,425,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10598,17,810,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10599,18,801,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10600,19,586,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10601,20,424,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10602,21,374,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10603,22,220,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10604,23,151,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10605,0,95,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10606,1,50,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10607,2,32,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10608,3,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10609,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10610,5,34,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10611,6,116,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10612,7,346,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10613,8,662,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10614,9,380,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10615,10,275,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10616,11,318,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10617,12,471,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10618,13,428,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10619,14,432,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10620,15,472,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10621,16,589,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10622,17,957,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10623,18,830,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10624,19,686,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10625,20,445,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10626,21,284,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10627,22,271,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10628,23,176,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10629,0,156,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10630,1,128,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10631,2,69,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10632,3,32,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10633,4,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10634,5,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10635,6,28,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10636,7,70,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10637,8,154,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10638,9,249,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10639,10,345,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10640,11,273,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10641,12,183,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10642,13,196,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10643,14,223,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10644,15,290,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10645,16,177,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10646,17,115,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10647,18,137,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10648,19,133,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10649,20,111,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10650,21,104,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10651,22,83,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10652,23,105,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10653,0,80,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10654,1,89,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10655,2,35,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10656,3,18,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10657,4,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10658,5,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10659,6,18,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10660,7,39,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10661,8,89,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10662,9,118,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10663,10,250,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10664,11,323,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10665,12,360,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10666,13,367,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10667,14,414,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10668,15,421,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10669,16,492,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10670,17,419,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10671,18,491,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10672,19,375,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10673,20,259,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10674,21,149,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10675,22,111,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10676,23,65,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10677,0,33,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10678,1,28,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10679,2,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10680,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10681,4,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10682,5,36,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10683,6,117,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10684,7,370,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10685,8,657,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10686,9,282,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10687,10,153,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10688,11,178,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10689,12,279,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10690,13,301,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10691,14,217,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10692,15,223,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10693,16,305,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10694,17,664,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10695,18,684,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10696,19,458,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10697,20,221,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10698,21,186,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10699,22,93,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10700,23,48,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10701,0,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10702,1,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10703,2,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10704,3,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10705,4,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10706,5,17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10707,6,101,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10708,7,286,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10709,8,581,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10710,9,267,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10711,10,138,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10712,11,175,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10713,12,220,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10714,13,211,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10715,14,184,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10716,15,200,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10717,16,305,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10718,17,614,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10719,18,644,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10720,19,417,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10721,20,294,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10722,21,221,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10723,22,134,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10724,23,64,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10725,0,30,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10726,1,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10727,2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10728,3,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10729,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10730,5,40,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10731,6,115,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10732,7,358,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10733,8,658,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10734,9,314,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10735,10,173,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10736,11,222,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10737,12,268,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10738,13,273,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10739,14,221,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
